schema_namespace,schema_sha256,quiz_task_uuid,task_url,article_batch_name,article_number,article_filename,quiz_taskrun_uuid,contributor_uuid,created,finish_time,elapsed_seconds,final_queue,T1.Q1,T1.Q5,T1.Q6.A1,T1.Q6.A2,T1.Q6.A3,T1.Q6.A4,T1.Q6.A5,T1.Q6.A6,T1.Q6.A7,T1.Q6.A8,T1.Q6.A9,T1.Q7,T1.Q8,T1.Q9,T1.Q10,T1.Q11,T1.Q12,T1.Q13
SSScience and Causality Questions V2,a38c312f947af09b825238811b5ae2a4e91f5caedd325562b6522e9b0409bd82,706d6311-956a-4043-af80-efde98ca94d1,http://pe.goodlylabs.org/project/SSSPECaus2/task/791,SSSPETest2,1731,1731SSSArticle.txt,2e0fc735-dab8-4211-b612-fa6c4b3875a8,9a32df74-4d7d-4e5f-8093-b38ce28bb43b,2018-03-21 05:34:19.932012,2018-03-21 05:46:46.017969,746.085957,,Somewhat credible,No,0,0,0,0,0,0,0,0,0,,,,,,,Somewhat credible
SSScience and Causality Questions V2,a38c312f947af09b825238811b5ae2a4e91f5caedd325562b6522e9b0409bd82,706d6311-956a-4043-af80-efde98ca94d1,http://pe.goodlylabs.org/project/SSSPECaus2/task/791,SSSPETest2,1731,1731SSSArticle.txt,c92e3327-ec1b-47c0-9465-044b62ae9480,151abac7-d587-48c8-b629-6fb9966a1583,2018-03-21 05:36:24.702326,2018-03-21 05:57:53.637112,1288.934786,,Fairly credible,Yes,0,1,0,0,1,0,1,0,0,,Somewhat representative,There was an appropriate control condition,No,People who believe the earth is flat (not only because denial) because they believe in their own perception rather than through a tool/technology like scientific evidence that cannot see with their own human eye,Equally likely,Fairly credible
SSScience and Causality Questions V2,a38c312f947af09b825238811b5ae2a4e91f5caedd325562b6522e9b0409bd82,706d6311-956a-4043-af80-efde98ca94d1,http://pe.goodlylabs.org/project/SSSPECaus2/task/791,SSSPETest2,1731,1731SSSArticle.txt,bddec422-e97b-4273-b808-d8e4213c4eb1,b18b8534-c9ce-4bec-9670-9d3b5e7f73da,2018-03-21 05:39:02.655290,2018-03-21 06:10:15.287332,1872.632042,,Not very credible,Yes,0,0,0,1,0,0,0,1,0,example,,,,People actually believe in what they claim to be true,Equally likely,Not very credible
SSScience and Causality Questions V2,a38c312f947af09b825238811b5ae2a4e91f5caedd325562b6522e9b0409bd82,706d6311-956a-4043-af80-efde98ca94d1,http://pe.goodlylabs.org/project/SSSPECaus2/task/791,SSSPETest2,1731,1731SSSArticle.txt,8c5241f4-1a38-497f-8c46-2a354bc3aaa8,6ce2df05-3a46-45e6-ac91-6831ac66b51c,2018-03-21 06:21:05.047512,2018-03-21 06:55:07.272832,2042.22532,,Somewhat credible,No,0,0,0,0,0,0,0,0,0,,,,,,,Somewhat credible
SSScience and Causality Questions V2,a38c312f947af09b825238811b5ae2a4e91f5caedd325562b6522e9b0409bd82,706d6311-956a-4043-af80-efde98ca94d1,http://pe.goodlylabs.org/project/SSSPECaus2/task/791,SSSPETest2,1731,1731SSSArticle.txt,5f851cd7-8ae6-4610-9ef9-bd189374660e,2c80f962-3276-4ecb-afe0-cff059a2ec86,2018-03-21 06:27:00.329404,2018-03-21 06:57:49.178165,1848.848761,,Very credible,No,0,0,0,0,0,0,0,0,0,,,,,,,Very credible
SSScience and Causality Questions V2,a38c312f947af09b825238811b5ae2a4e91f5caedd325562b6522e9b0409bd82,2504054a-dfb4-43c3-a669-29f8fb6b20d2,http://pe.goodlylabs.org/project/SSSPECaus2/task/794,SSSPETest3,1726,1726SSSArticle.txt,8e86527b-b0bf-4ab1-aeb1-b749c2b8012e,592dde9c-59d3-45b2-aaad-012ac8f07bdd,2018-03-21 07:27:01.227013,2018-03-21 07:42:32.709048,931.482035,,Not very credible,Yes,0,1,1,0,1,1,1,0,0,,Fairly representative,"There was a control condition, but it was questionably appropriate",Can't tell; not enough info,,Equally likely,Fairly credible
SSScience and Causality Questions V2,a38c312f947af09b825238811b5ae2a4e91f5caedd325562b6522e9b0409bd82,2504054a-dfb4-43c3-a669-29f8fb6b20d2,http://pe.goodlylabs.org/project/SSSPECaus2/task/794,SSSPETest3,1726,1726SSSArticle.txt,2dc82d64-cfe1-44de-b5e2-46b652555cb4,27be0002-1ecc-4522-820d-14a38cafdfc0,2018-03-21 07:39:42.193559,2018-03-21 08:30:11.912635,3029.719076,,Fairly credible,Yes,0,0,0,1,1,0,1,0,0,,Fairly representative,There was no control condition,Yes,"The study themselves didn't cause the increased stigmatization of smokers. Perhaps, people got used to not smelling unpleasant smoke all the time, so when there is smoke, it disrupts their environment.",Equally likely,Fairly credible
SSScience and Causality Questions V2,a38c312f947af09b825238811b5ae2a4e91f5caedd325562b6522e9b0409bd82,2504054a-dfb4-43c3-a669-29f8fb6b20d2,http://pe.goodlylabs.org/project/SSSPECaus2/task/794,SSSPETest3,1726,1726SSSArticle.txt,222719fa-62b1-4a69-b0f1-e94945cad6e5,7bb11c82-5a3b-4be4-90ec-1857fed5fc48,2018-03-21 07:53:13.580032,2018-03-21 08:40:15.737555,2822.157523,,Fairly credible,No,0,0,0,0,0,0,0,0,0,,,,,,,Fairly credible
SSScience and Causality Questions V2,a38c312f947af09b825238811b5ae2a4e91f5caedd325562b6522e9b0409bd82,2504054a-dfb4-43c3-a669-29f8fb6b20d2,http://pe.goodlylabs.org/project/SSSPECaus2/task/794,SSSPETest3,1726,1726SSSArticle.txt,560d6bca-0464-40d9-a4e7-fbf7fcd2df16,235c604e-bc9c-4eea-b75c-20d7064ea751,2018-03-21 08:51:06.458002,2018-03-21 09:17:49.440069,1602.982067,,Fairly credible,No,0,0,0,0,0,0,0,0,0,,,,,,,Fairly credible
SSScience and Causality Questions V2,a38c312f947af09b825238811b5ae2a4e91f5caedd325562b6522e9b0409bd82,2504054a-dfb4-43c3-a669-29f8fb6b20d2,http://pe.goodlylabs.org/project/SSSPECaus2/task/794,SSSPETest3,1726,1726SSSArticle.txt,1799440a-1f2d-4fb2-b7a5-9fa66314afd1,ef751028-4767-4e61-9a4d-b6160f8098a6,2018-03-21 09:29:33.948073,2018-03-21 09:51:44.753219,1330.805146,,Fairly credible,Yes,0,0,1,1,1,0,0,0,0,,Very representative (Also choose this if entire population is examined),There was an appropriate control condition,Can't tell; not enough info,"That because of the recent nature of the studies, the long term effects would show the 60% decrease, but as of now as a society the low numbers are being shown in reduction as the number of damaged lungs from smoking is still high as the damage does not go away.",Much less likely,Fairly credible
SSScience and Causality Questions V2,a38c312f947af09b825238811b5ae2a4e91f5caedd325562b6522e9b0409bd82,2504054a-dfb4-43c3-a669-29f8fb6b20d2,http://pe.goodlylabs.org/project/SSSPECaus2/task/794,SSSPETest3,1726,1726SSSArticle.txt,de0811df-5ded-4c88-8f60-fa4276b8b968,a8e742ef-4299-4df8-9d4d-d2d1022942f3,2018-03-21 09:50:48.237475,2018-03-21 09:55:09.730618,261.493143,,Fairly credible,Yes,0,1,1,0,1,0,1,0,0,,Fairly representative,"There was a control condition, but it was questionably appropriate",Can't tell; not enough info,"People start to use e-cigarettes, which is less detrimental to the body as regular smoke. ",Much less likely,Fairly credible
SSScience and Causality Questions V2,a38c312f947af09b825238811b5ae2a4e91f5caedd325562b6522e9b0409bd82,fb015343-f46d-429c-8540-c53d0361adfc,http://pe.goodlylabs.org/project/SSSPECaus2/task/784,SSSPETest1,171,171SSSArticle.txt,10855deb-6d28-45d7-8220-8de8f25edbd9,79db6e35-1169-41fa-9134-77452b2c50b1,2018-03-18 06:09:36.641823,2018-03-18 06:19:52.113618,615.471795,,Fairly credible,Yes,0,0,0,0,0,0,1,0,0,,,,,,,Fairly credible
SSScience and Causality Questions V2,a38c312f947af09b825238811b5ae2a4e91f5caedd325562b6522e9b0409bd82,fb015343-f46d-429c-8540-c53d0361adfc,http://pe.goodlylabs.org/project/SSSPECaus2/task/784,SSSPETest1,171,171SSSArticle.txt,b999280a-b12b-4483-831f-2b9e85d3298e,087d045c-7751-42c5-a0af-35dfca95ba6e,2018-03-19 04:53:34.790819,2018-03-19 04:59:24.891858,350.101039,,Fairly credible,No,0,0,0,0,0,0,0,0,0,,,,,,,Very credible
SSScience and Causality Questions V2,a38c312f947af09b825238811b5ae2a4e91f5caedd325562b6522e9b0409bd82,fb015343-f46d-429c-8540-c53d0361adfc,http://pe.goodlylabs.org/project/SSSPECaus2/task/784,SSSPETest1,171,171SSSArticle.txt,9564d008-6351-4eb1-a901-2cc218ac18c8,e648c303-5a76-4766-bfc7-580522fd5a51,2018-03-19 17:06:53.918062,2018-03-19 17:38:11.765090,1877.847028,,Very credible,No,0,0,0,0,0,0,0,0,0,,,,,,,Very credible
SSScience and Causality Questions V2,a38c312f947af09b825238811b5ae2a4e91f5caedd325562b6522e9b0409bd82,fb015343-f46d-429c-8540-c53d0361adfc,http://pe.goodlylabs.org/project/SSSPECaus2/task/784,SSSPETest1,171,171SSSArticle.txt,60d70cc7-c902-4544-868e-1e7d42f046c1,4dea726f-a4d4-4fca-8f9d-2bbca9ddff73,2018-03-20 06:04:39.012200,2018-03-20 06:05:42.320736,63.308536,,Fairly credible,No,0,0,0,0,0,0,0,0,0,,,,,,,Fairly credible
SSScience and Causality Questions V2,a38c312f947af09b825238811b5ae2a4e91f5caedd325562b6522e9b0409bd82,fb015343-f46d-429c-8540-c53d0361adfc,http://pe.goodlylabs.org/project/SSSPECaus2/task/784,SSSPETest1,171,171SSSArticle.txt,0735e69c-7822-45a7-b017-cbf6214af4be,2168c811-e0f4-435b-a865-0ec857809c71,2018-03-21 00:05:27.184029,2018-03-21 00:08:21.446635,174.262606,,Fairly credible,No,0,0,0,0,0,0,0,0,0,,,,,,,Very credible
SSScience and Causality Questions V2,a38c312f947af09b825238811b5ae2a4e91f5caedd325562b6522e9b0409bd82,fb015343-f46d-429c-8540-c53d0361adfc,http://pe.goodlylabs.org/project/SSSPECaus2/task/784,SSSPETest1,171,171SSSArticle.txt,8c05930d-726c-4793-831e-60949b265f44,151abac7-d587-48c8-b629-6fb9966a1583,2018-03-21 00:08:39.827879,2018-03-21 00:40:27.225594,1907.397715,,Fairly credible,Yes,0,1,0,0,1,0,1,0,0,,Somewhat representative,"There was a control condition, but it was questionably appropriate",Can't tell; not enough info,"An alternative explanation that could lead to the same evidence that Crispr can be dangerous is that there is pros/cons to all technology and it has revolutionized science not only because it's cheaper, but because people want to use the same technology as their peers so they can compare work.",Somewhat less likely,Very credible
SSScience and Causality Questions V2,a38c312f947af09b825238811b5ae2a4e91f5caedd325562b6522e9b0409bd82,eb6d684b-160f-4a34-8f45-eec10d794735,http://pe.goodlylabs.org/project/SSSPECaus2/task/786,SSSPETest2,1740,1740SSSArticle (1).txt,35751128-bda2-4228-8683-d7d1208bc628,94d0987c-412f-4efd-81f7-f2adec0923d9,2018-03-19 22:07:35.455677,2018-03-19 22:13:28.674604,353.218927,,Fairly credible,Yes,1,0,1,0,0,0,0,0,0,,Slightly representative,,,"it's not luck, they are just that good",Somewhat less likely,Fairly credible
SSScience and Causality Questions V2,a38c312f947af09b825238811b5ae2a4e91f5caedd325562b6522e9b0409bd82,eb6d684b-160f-4a34-8f45-eec10d794735,http://pe.goodlylabs.org/project/SSSPECaus2/task/786,SSSPETest2,1740,1740SSSArticle (1).txt,82dc7963-3b8a-44cb-bfe0-0353c49871fa,2168c811-e0f4-435b-a865-0ec857809c71,2018-03-21 00:08:21.613876,2018-03-21 00:21:15.580579,773.966703,,Very credible,No,0,0,0,0,0,0,0,0,0,,,,,,,Somewhat credible
SSScience and Causality Questions V2,a38c312f947af09b825238811b5ae2a4e91f5caedd325562b6522e9b0409bd82,eb6d684b-160f-4a34-8f45-eec10d794735,http://pe.goodlylabs.org/project/SSSPECaus2/task/786,SSSPETest2,1740,1740SSSArticle (1).txt,7044d108-d7a0-4136-9d04-d613193b9766,13eabea0-524a-4260-b5c9-59277350482e,2018-03-21 00:23:53.747706,2018-03-21 00:36:02.010073,728.262367,,Somewhat credible,No,0,0,0,0,0,0,0,0,0,,,,,,,Somewhat credible
SSScience and Causality Questions V2,a38c312f947af09b825238811b5ae2a4e91f5caedd325562b6522e9b0409bd82,eb6d684b-160f-4a34-8f45-eec10d794735,http://pe.goodlylabs.org/project/SSSPECaus2/task/786,SSSPETest2,1740,1740SSSArticle (1).txt,cb0283df-123e-400a-a51b-b21c671ed33f,f09ba861-a7f0-4b34-9226-f5ef75d79581,2018-03-21 00:33:56.367764,2018-03-21 00:50:46.004836,1009.637072,,Fairly credible,No,0,0,0,0,0,0,0,0,0,,,,,,,Fairly credible
SSScience and Causality Questions V2,a38c312f947af09b825238811b5ae2a4e91f5caedd325562b6522e9b0409bd82,eb6d684b-160f-4a34-8f45-eec10d794735,http://pe.goodlylabs.org/project/SSSPECaus2/task/786,SSSPETest2,1740,1740SSSArticle (1).txt,7e4d4226-1042-455a-8b58-41c2ba189006,3e5f620d-d212-43ad-8b39-050e8f0020a8,2018-03-21 03:19:52.473633,2018-03-21 03:45:13.642435,1521.168802,,Fairly credible,Yes,1,0,0,0,0,0,0,0,0,,Slightly representative,,,The spurs' defense against corner threes is stellar because they got luck.,Somewhat less likely,Somewhat credible
SSScience and Causality Questions V2,a38c312f947af09b825238811b5ae2a4e91f5caedd325562b6522e9b0409bd82,eb6d684b-160f-4a34-8f45-eec10d794735,http://pe.goodlylabs.org/project/SSSPECaus2/task/786,SSSPETest2,1740,1740SSSArticle (1).txt,873fcbdd-872f-42b1-979f-f42ce3ba3d33,151abac7-d587-48c8-b629-6fb9966a1583,2018-03-21 05:14:32.903334,2018-03-21 05:24:43.237191,610.333857,,Somewhat credible,Yes,1,1,0,0,0,0,1,0,0,,Fairly representative,,,Luck or random probability (playing teams on their off games) is what makes the Spurs defensive stats look impressive,Somewhat less likely,Somewhat credible
SSScience and Causality Questions V2,a38c312f947af09b825238811b5ae2a4e91f5caedd325562b6522e9b0409bd82,0cde4314-a6a9-4f8a-a7f1-ab5df89808fa,http://pe.goodlylabs.org/project/SSSPECaus2/task/796,SSSPETest3,178,178SSSArticle8.txt,a4e19c2a-91ef-4d99-a610-3d13d2840e48,ef751028-4767-4e61-9a4d-b6160f8098a6,2018-03-21 09:51:44.911807,2018-03-21 10:12:25.042484,1240.130677,,Very credible,Yes,1,0,1,1,1,1,0,0,0,,Very representative (Also choose this if entire population is examined),There was no control condition,Can't tell; not enough info,That the people examined are genetically more prone to getting cancer for some reason,Much less likely,Very credible
SSScience and Causality Questions V2,a38c312f947af09b825238811b5ae2a4e91f5caedd325562b6522e9b0409bd82,0cde4314-a6a9-4f8a-a7f1-ab5df89808fa,http://pe.goodlylabs.org/project/SSSPECaus2/task/796,SSSPETest3,178,178SSSArticle8.txt,84a45a3a-f05c-4c6d-842a-eb2f476168dd,cf3f019a-2492-4757-bcae-fe158e271690,2018-03-21 14:52:08.900931,2018-03-21 15:08:55.304297,1006.403366,,Somewhat credible,Yes,1,0,0,0,0,1,0,0,0,,Somewhat representative,,,"As mentioned in the article itself, there are layers of risk factors, so smoking is apparently one but there might be confounding factors such as smoke in the environment ",Equally likely,Somewhat credible
SSScience and Causality Questions V2,a38c312f947af09b825238811b5ae2a4e91f5caedd325562b6522e9b0409bd82,0cde4314-a6a9-4f8a-a7f1-ab5df89808fa,http://pe.goodlylabs.org/project/SSSPECaus2/task/796,SSSPETest3,178,178SSSArticle8.txt,1d6741e5-351e-40d1-b109-eeb2c7490512,d7255378-8c40-43ea-9edd-0f12e2a4ef32,2018-03-21 16:45:58.687499,2018-03-21 17:13:40.521693,1661.834194,,Very credible,Yes,0,0,0,1,1,0,1,0,0,,Somewhat representative,"There was a control condition, but it was questionably appropriate",Can't tell; not enough info,The culture in Appalachia is such that doctors are not seen as being very credible or respected which is why they usually don't seek care.,Somewhat less likely,Fairly credible
SSScience and Causality Questions V2,a38c312f947af09b825238811b5ae2a4e91f5caedd325562b6522e9b0409bd82,0cde4314-a6a9-4f8a-a7f1-ab5df89808fa,http://pe.goodlylabs.org/project/SSSPECaus2/task/796,SSSPETest3,178,178SSSArticle8.txt,49d34c9b-8b30-48f9-a759-825ea3cb39b1,2f74360a-0057-47ab-b6f0-ab099c188b45,2018-03-21 17:08:22.627182,2018-03-21 17:14:29.886064,367.258882,,Fairly credible,No,0,0,0,0,0,0,0,0,0,,,,,,,Fairly credible
SSScience and Causality Questions V2,a38c312f947af09b825238811b5ae2a4e91f5caedd325562b6522e9b0409bd82,0cde4314-a6a9-4f8a-a7f1-ab5df89808fa,http://pe.goodlylabs.org/project/SSSPECaus2/task/796,SSSPETest3,178,178SSSArticle8.txt,10587f24-d7b9-4348-bc32-1440f664d1c7,a5e048b7-525d-4691-acd0-81e79d4f8e90,2018-03-21 17:03:21.209325,2018-03-21 17:16:55.965399,814.756074,,Fairly credible,Yes,1,1,1,1,1,0,1,0,0,,Fairly representative,There was no control condition,No,There's some kind of genetics in those groups of people (who tend to continue living in those communities and marrying in the community) that might increase risk of cancer.,Somewhat less likely,Fairly credible
SSScience and Causality Questions V2,a38c312f947af09b825238811b5ae2a4e91f5caedd325562b6522e9b0409bd82,0cde4314-a6a9-4f8a-a7f1-ab5df89808fa,http://pe.goodlylabs.org/project/SSSPECaus2/task/796,SSSPETest3,178,178SSSArticle8.txt,1ce4dba1-6bba-4679-af71-f94d8e75ef48,c72f378b-1f87-47b2-9a7f-7b6399353627,2018-03-21 17:15:26.615711,2018-03-21 17:25:07.295496,580.679785,,Fairly credible,Yes,1,1,1,1,0,1,1,0,0,,Fairly representative,,,,Much less likely,Very credible
SSScience and Causality Questions V2,a38c312f947af09b825238811b5ae2a4e91f5caedd325562b6522e9b0409bd82,0cde4314-a6a9-4f8a-a7f1-ab5df89808fa,http://pe.goodlylabs.org/project/SSSPECaus2/task/796,SSSPETest3,178,178SSSArticle8.txt,487c1427-9681-4424-9adb-43893aba2307,758eaaac-af75-4288-9d7d-b15f75ff00fc,2018-03-21 17:14:46.568624,2018-03-21 17:32:04.167143,1037.598519,,Fairly credible,Yes,0,1,0,1,1,0,1,0,0,,Fairly representative,There was no control condition,No,demography ,Much less likely,Fairly credible
SSScience and Causality Questions V2,a38c312f947af09b825238811b5ae2a4e91f5caedd325562b6522e9b0409bd82,47a9dda9-25aa-4149-a5fa-96df08bb289d,http://pe.goodlylabs.org/project/SSSPECaus2/task/800,SSSPETest2,1738,1738SSSArticle.txt,9ad739ea-8d27-4ce4-ab15-47368ab134fb,a739e6b3-a63a-45f5-ad3c-d853d7b4f4dc,2018-08-06 15:48:33.161123,2018-08-06 15:50:31.488238,118.327115,,Fairly credible,No,0,0,0,0,0,0,0,0,0,,,,,,,Fairly credible
SSScience and Causality Questions V2,a38c312f947af09b825238811b5ae2a4e91f5caedd325562b6522e9b0409bd82,47a9dda9-25aa-4149-a5fa-96df08bb289d,http://pe.goodlylabs.org/project/SSSPECaus2/task/800,SSSPETest2,1738,1738SSSArticle.txt,af16156d-47ab-4e28-a27b-cb4fec77ee46,0857fd41-ad79-4054-b498-fa6ece19859d,2018-08-08 02:57:35.268864,2018-08-08 03:03:01.390295,326.121431,,Not very credible,No,0,0,0,0,0,0,0,0,0,,,,,,,Not very credible
SSScience and Causality Questions V2,a38c312f947af09b825238811b5ae2a4e91f5caedd325562b6522e9b0409bd82,47a9dda9-25aa-4149-a5fa-96df08bb289d,http://pe.goodlylabs.org/project/SSSPECaus2/task/800,SSSPETest2,1738,1738SSSArticle.txt,2710cd38-1452-4478-ac5b-8ed363fe27fd,c18a28c5-79bc-46fd-92a4-5bea72239223,2018-03-21 17:37:12.858826,2018-03-21 17:52:33.461875,920.603049,,Fairly credible,No,0,0,0,0,0,0,0,0,0,,,,,,,Fairly credible
SSScience and Causality Questions V2,a38c312f947af09b825238811b5ae2a4e91f5caedd325562b6522e9b0409bd82,47a9dda9-25aa-4149-a5fa-96df08bb289d,http://pe.goodlylabs.org/project/SSSPECaus2/task/800,SSSPETest2,1738,1738SSSArticle.txt,317aa3ca-217d-4a49-9a9d-b74502b15035,d17ee05b-ea1d-4026-8d7c-59cb893ed98d,2018-03-21 18:09:04.111709,2018-03-21 18:11:04.397589,120.28588,,Fairly credible,No,0,0,0,0,0,0,0,0,0,,,,,,,Very credible
SSScience and Causality Questions V2,a38c312f947af09b825238811b5ae2a4e91f5caedd325562b6522e9b0409bd82,78a04eb2-9135-45cf-a2c7-4ce60e1bd3ca,http://pe.goodlylabs.org/project/SSSPECaus2/task/778,SSSPETest2,1739,1739SSSArticle.txt,6f50ac5f-e288-4941-8213-79696136163a,17b574ee-7621-490d-95b6-c405be785b00,2018-03-10 17:10:19.320162,2018-03-10 17:10:47.191229,27.871067,,Not very credible,No,0,0,0,0,0,0,0,0,0,,,,,,,Somewhat credible
SSScience and Causality Questions V2,a38c312f947af09b825238811b5ae2a4e91f5caedd325562b6522e9b0409bd82,78a04eb2-9135-45cf-a2c7-4ce60e1bd3ca,http://pe.goodlylabs.org/project/SSSPECaus2/task/778,SSSPETest2,1739,1739SSSArticle.txt,87c85c30-f7d8-4f04-bf78-dd606e7f4a64,61f77a88-8f4a-407f-bdc6-7f06ef467f94,2018-03-15 23:26:28.381394,2018-03-15 23:40:53.789482,865.408088,,Somewhat credible,Yes,1,1,0,0,0,0,1,0,0,,Somewhat representative,,,"The results are simply due to chance, as well as confirmation bias. In actuality, there is no causal link between marijuana use and harm to brain development, and the authors of the article only chose evidence that would support this causal link. ",Somewhat less likely,Fairly credible
SSScience and Causality Questions V2,a38c312f947af09b825238811b5ae2a4e91f5caedd325562b6522e9b0409bd82,78a04eb2-9135-45cf-a2c7-4ce60e1bd3ca,http://pe.goodlylabs.org/project/SSSPECaus2/task/778,SSSPETest2,1739,1739SSSArticle.txt,4ea1df88-42b1-4058-a910-04dfa6dc20dd,a45b5661-d328-4415-93f4-ba0530f2be02,2018-03-16 03:47:52.204212,2018-03-16 04:27:29.371077,2377.166865,,Somewhat credible,Yes,1,1,0,1,1,0,1,0,0,,Somewhat representative,There was no control condition,No,"Because the sample size is quite small, a strong correlation is difficult to make. The article also mentioned how mothers who use marijuana can also be using other substances such as alcohol which could have led to the same set of evidence. ",Somewhat more likely,Somewhat credible
SSScience and Causality Questions V2,a38c312f947af09b825238811b5ae2a4e91f5caedd325562b6522e9b0409bd82,78a04eb2-9135-45cf-a2c7-4ce60e1bd3ca,http://pe.goodlylabs.org/project/SSSPECaus2/task/778,SSSPETest2,1739,1739SSSArticle.txt,bd674ae7-be25-49e7-8fb0-36bb93acbe64,19cc41a1-24c7-454f-8f40-3a93c1ccfe38,2018-03-18 04:42:41.900797,2018-03-18 04:43:10.767305,28.866508,,Not very credible,No,0,0,0,0,0,0,0,0,0,,,,,,,Not very credible
SSScience and Causality Questions V2,a38c312f947af09b825238811b5ae2a4e91f5caedd325562b6522e9b0409bd82,78a04eb2-9135-45cf-a2c7-4ce60e1bd3ca,http://pe.goodlylabs.org/project/SSSPECaus2/task/778,SSSPETest2,1739,1739SSSArticle.txt,b7e87175-da12-4298-8d37-e4472a60e766,70ba20b9-269f-4c68-b0d2-079695adf3a1,2018-03-18 05:12:07.330930,2018-03-18 05:27:07.256912,899.925982,,Somewhat credible,Yes,1,0,0,0,0,0,1,0,0,,Slightly representative,,,pregnant woman who smoke weed also drink alcohol during pregnancy,Somewhat more likely,Not very credible
SSScience and Causality Questions V2,a38c312f947af09b825238811b5ae2a4e91f5caedd325562b6522e9b0409bd82,78a04eb2-9135-45cf-a2c7-4ce60e1bd3ca,http://pe.goodlylabs.org/project/SSSPECaus2/task/778,SSSPETest2,1739,1739SSSArticle.txt,f319acaa-55a1-4779-b011-95e0f58ae264,94d0987c-412f-4efd-81f7-f2adec0923d9,2018-03-19 21:53:00.216818,2018-03-19 21:56:44.758685,224.541867,,Somewhat credible,Yes,0,1,0,0,1,0,1,0,0,,Fairly representative,There was no control condition,Can't tell; not enough info,perhaps the effects seen were from child rearing techniques rather than prenatal smoking,Somewhat more likely,Somewhat credible
