,schema_namespace,schema_sha256,topic_uuid,topic_name,question_uuid,question_label,question_text,question_type,question_hint_type,question_next_questions,question_options,answer_count,answer_uuid,answer_label,answer_content,answer_next_questions,nohighlight,optionalhighlight,answer_options
34,ProbabilitySpecialist_2018_08_24,99c02e7db603617f17b87ff2df17cbb2a121cbfcb27e71d6421fe1712cfb43b7,ee8fb7e8-c959-4269-be62-494ff61d13b0,Probability Specialist,fff438a2-38f4-476c-b458-cd387c487b19,T1.Q10,"Does the text make a specific point estimate as if their probability estimate was definitely exactly right? (e.g. no “about,” “approximately,” or confidence intervals)",RADIO,NONE,,{},3,20d971ef-9609-494d-8aa7-99b90cdcfd2d,T1.Q10.A3,No,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
35,ProbabilitySpecialist_2018_08_24,99c02e7db603617f17b87ff2df17cbb2a121cbfcb27e71d6421fe1712cfb43b7,ee8fb7e8-c959-4269-be62-494ff61d13b0,Probability Specialist,f741ccf7-3476-43cb-a6f8-0b5e6d972b51,T1.Q11,Does the text acknowledge that additional evidence might shift our understanding of the topics discussed in the article?,RADIO,NONE,,{},4,b943c920-287b-42ff-8613-8c25dfa30c27,T1.Q11.A1,"Yes, explicitly",T1.Q12,0,0,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
36,ProbabilitySpecialist_2018_08_24,99c02e7db603617f17b87ff2df17cbb2a121cbfcb27e71d6421fe1712cfb43b7,ee8fb7e8-c959-4269-be62-494ff61d13b0,Probability Specialist,f741ccf7-3476-43cb-a6f8-0b5e6d972b51,T1.Q11,Does the text acknowledge that additional evidence might shift our understanding of the topics discussed in the article?,RADIO,NONE,,{},4,26ae4d2f-131a-4766-8bc0-c38b897f54a6,T1.Q11.A2,"Yes, implicitly",T1.Q12,0,0,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
37,ProbabilitySpecialist_2018_08_24,99c02e7db603617f17b87ff2df17cbb2a121cbfcb27e71d6421fe1712cfb43b7,ee8fb7e8-c959-4269-be62-494ff61d13b0,Probability Specialist,f741ccf7-3476-43cb-a6f8-0b5e6d972b51,T1.Q11,Does the text acknowledge that additional evidence might shift our understanding of the topics discussed in the article?,RADIO,NONE,,{},4,8b8974a4-973f-42ae-9b9f-9baed8010a75,T1.Q11.A3,I can't tell,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
38,ProbabilitySpecialist_2018_08_24,99c02e7db603617f17b87ff2df17cbb2a121cbfcb27e71d6421fe1712cfb43b7,ee8fb7e8-c959-4269-be62-494ff61d13b0,Probability Specialist,f741ccf7-3476-43cb-a6f8-0b5e6d972b51,T1.Q11,Does the text acknowledge that additional evidence might shift our understanding of the topics discussed in the article?,RADIO,NONE,,{},4,2b340cba-c8ae-4567-bab9-4754242a0c93,T1.Q11.A4,"No, not at all",,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
39,ProbabilitySpecialist_2018_08_24,99c02e7db603617f17b87ff2df17cbb2a121cbfcb27e71d6421fe1712cfb43b7,ee8fb7e8-c959-4269-be62-494ff61d13b0,Probability Specialist,eb5657fb-9e71-4519-ba0f-b0b12b620bf8,T1.Q12,Does the text acknowledge the possibility of additional evidence that would (check all that apply):,CHECKBOX,NONE,,{},4,9a72b931-e883-46b3-a2d4-815bd0b1d080,T1.Q12.A1,Change the claim fundamentally,,0,0,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
40,ProbabilitySpecialist_2018_08_24,99c02e7db603617f17b87ff2df17cbb2a121cbfcb27e71d6421fe1712cfb43b7,ee8fb7e8-c959-4269-be62-494ff61d13b0,Probability Specialist,eb5657fb-9e71-4519-ba0f-b0b12b620bf8,T1.Q12,Does the text acknowledge the possibility of additional evidence that would (check all that apply):,CHECKBOX,NONE,,{},4,1dab3502-f16b-435b-8041-39049107ce59,T1.Q12.A2,Challenge the claim,,0,0,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
41,ProbabilitySpecialist_2018_08_24,99c02e7db603617f17b87ff2df17cbb2a121cbfcb27e71d6421fe1712cfb43b7,ee8fb7e8-c959-4269-be62-494ff61d13b0,Probability Specialist,eb5657fb-9e71-4519-ba0f-b0b12b620bf8,T1.Q12,Does the text acknowledge the possibility of additional evidence that would (check all that apply):,CHECKBOX,NONE,,{},4,46745670-16fe-45ab-ba57-fb0ad3a4ac02,T1.Q12.A3,Add evidence to the claim,,0,0,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
42,ProbabilitySpecialist_2018_08_24,99c02e7db603617f17b87ff2df17cbb2a121cbfcb27e71d6421fe1712cfb43b7,ee8fb7e8-c959-4269-be62-494ff61d13b0,Probability Specialist,eb5657fb-9e71-4519-ba0f-b0b12b620bf8,T1.Q12,Does the text acknowledge the possibility of additional evidence that would (check all that apply):,CHECKBOX,NONE,,{},4,67459e9c-4734-4988-8fcd-feb12b2b8e5a,T1.Q12.A4,Illuminate further aspects of the claim,,0,0,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
43,ProbabilitySpecialist_2018_08_24,99c02e7db603617f17b87ff2df17cbb2a121cbfcb27e71d6421fe1712cfb43b7,ee8fb7e8-c959-4269-be62-494ff61d13b0,Probability Specialist,7b417e9d-f055-4c15-b650-1bffd61e2de9,T1.Q13,"How difficult was this task for you, on the whole?",RADIO,WHO,,{},10,90cd3c88-427d-46b8-848a-0a09fdc5240d,T1.Q13.A1,1: Easier than anyhing I've ever done in a classroom setting,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
44,ProbabilitySpecialist_2018_08_24,99c02e7db603617f17b87ff2df17cbb2a121cbfcb27e71d6421fe1712cfb43b7,ee8fb7e8-c959-4269-be62-494ff61d13b0,Probability Specialist,7b417e9d-f055-4c15-b650-1bffd61e2de9,T1.Q13,"How difficult was this task for you, on the whole?",RADIO,WHO,,{},10,f6f192db-1ccf-4fab-b9cd-64b1fa330381,T1.Q13.A2,2,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
45,ProbabilitySpecialist_2018_08_24,99c02e7db603617f17b87ff2df17cbb2a121cbfcb27e71d6421fe1712cfb43b7,ee8fb7e8-c959-4269-be62-494ff61d13b0,Probability Specialist,7b417e9d-f055-4c15-b650-1bffd61e2de9,T1.Q13,"How difficult was this task for you, on the whole?",RADIO,WHO,,{},10,5e833f9d-3e0f-46d5-a713-c5289ff3da27,T1.Q13.A3,3,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
46,ProbabilitySpecialist_2018_08_24,99c02e7db603617f17b87ff2df17cbb2a121cbfcb27e71d6421fe1712cfb43b7,ee8fb7e8-c959-4269-be62-494ff61d13b0,Probability Specialist,7b417e9d-f055-4c15-b650-1bffd61e2de9,T1.Q13,"How difficult was this task for you, on the whole?",RADIO,WHO,,{},10,8b4b0af8-4ac2-4adf-baef-229032559fbc,T1.Q13.A4,4,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
47,ProbabilitySpecialist_2018_08_24,99c02e7db603617f17b87ff2df17cbb2a121cbfcb27e71d6421fe1712cfb43b7,ee8fb7e8-c959-4269-be62-494ff61d13b0,Probability Specialist,7b417e9d-f055-4c15-b650-1bffd61e2de9,T1.Q13,"How difficult was this task for you, on the whole?",RADIO,WHO,,{},10,c63fcd35-11bc-4d09-82c7-0b3c8caf572e,T1.Q13.A5,5: Middling difficulty,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
48,ProbabilitySpecialist_2018_08_24,99c02e7db603617f17b87ff2df17cbb2a121cbfcb27e71d6421fe1712cfb43b7,ee8fb7e8-c959-4269-be62-494ff61d13b0,Probability Specialist,7b417e9d-f055-4c15-b650-1bffd61e2de9,T1.Q13,"How difficult was this task for you, on the whole?",RADIO,WHO,,{},10,9114bc03-9e10-41af-ac16-c578d0c478be,T1.Q13.A6,6,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
49,ProbabilitySpecialist_2018_08_24,99c02e7db603617f17b87ff2df17cbb2a121cbfcb27e71d6421fe1712cfb43b7,ee8fb7e8-c959-4269-be62-494ff61d13b0,Probability Specialist,7b417e9d-f055-4c15-b650-1bffd61e2de9,T1.Q13,"How difficult was this task for you, on the whole?",RADIO,WHO,,{},10,a09c40f8-36ec-4b5c-9413-05895c8840e2,T1.Q13.A7,7,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
50,ProbabilitySpecialist_2018_08_24,99c02e7db603617f17b87ff2df17cbb2a121cbfcb27e71d6421fe1712cfb43b7,ee8fb7e8-c959-4269-be62-494ff61d13b0,Probability Specialist,7b417e9d-f055-4c15-b650-1bffd61e2de9,T1.Q13,"How difficult was this task for you, on the whole?",RADIO,WHO,,{},10,0c8a157e-5e78-4020-b847-32a08a87513c,T1.Q13.A8,8,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
51,ProbabilitySpecialist_2018_08_24,99c02e7db603617f17b87ff2df17cbb2a121cbfcb27e71d6421fe1712cfb43b7,ee8fb7e8-c959-4269-be62-494ff61d13b0,Probability Specialist,7b417e9d-f055-4c15-b650-1bffd61e2de9,T1.Q13,"How difficult was this task for you, on the whole?",RADIO,WHO,,{},10,f0191b1f-e14e-4022-93c7-77d84bc27e9e,T1.Q13.A9,9,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
52,ProbabilitySpecialist_2018_08_24,99c02e7db603617f17b87ff2df17cbb2a121cbfcb27e71d6421fe1712cfb43b7,ee8fb7e8-c959-4269-be62-494ff61d13b0,Probability Specialist,7b417e9d-f055-4c15-b650-1bffd61e2de9,T1.Q13,"How difficult was this task for you, on the whole?",RADIO,WHO,,{},10,27077066-6156-4584-951a-f59b202978d8,T1.Q13.A10,10: Harder than anyhing I've ever done in a classroom setting,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
53,ProbabilitySpecialist_2018_08_24,99c02e7db603617f17b87ff2df17cbb2a121cbfcb27e71d6421fe1712cfb43b7,ee8fb7e8-c959-4269-be62-494ff61d13b0,Probability Specialist,4da3023c-69eb-4eb8-ab0f-8fb5277035de,T1.Q14,"How confident are you about your answers, on the whole?",RADIO,WHO,,{},10,d1f46dc9-e77b-4ba8-aa1e-759ad4d3ee06,T1.Q14.A1,1: I was guessing randomly for everything,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
54,ProbabilitySpecialist_2018_08_24,99c02e7db603617f17b87ff2df17cbb2a121cbfcb27e71d6421fe1712cfb43b7,ee8fb7e8-c959-4269-be62-494ff61d13b0,Probability Specialist,4da3023c-69eb-4eb8-ab0f-8fb5277035de,T1.Q14,"How confident are you about your answers, on the whole?",RADIO,WHO,,{},10,bbcbd750-48a6-41d5-b1ed-487281e08864,T1.Q14.A2,2,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
55,ProbabilitySpecialist_2018_08_24,99c02e7db603617f17b87ff2df17cbb2a121cbfcb27e71d6421fe1712cfb43b7,ee8fb7e8-c959-4269-be62-494ff61d13b0,Probability Specialist,4da3023c-69eb-4eb8-ab0f-8fb5277035de,T1.Q14,"How confident are you about your answers, on the whole?",RADIO,WHO,,{},10,f613088a-c3f2-457b-b3ca-0465666707f9,T1.Q14.A3,3,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
56,ProbabilitySpecialist_2018_08_24,99c02e7db603617f17b87ff2df17cbb2a121cbfcb27e71d6421fe1712cfb43b7,ee8fb7e8-c959-4269-be62-494ff61d13b0,Probability Specialist,4da3023c-69eb-4eb8-ab0f-8fb5277035de,T1.Q14,"How confident are you about your answers, on the whole?",RADIO,WHO,,{},10,32705ce7-6be9-40e7-b788-555d87679cef,T1.Q14.A4,4,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
57,ProbabilitySpecialist_2018_08_24,99c02e7db603617f17b87ff2df17cbb2a121cbfcb27e71d6421fe1712cfb43b7,ee8fb7e8-c959-4269-be62-494ff61d13b0,Probability Specialist,4da3023c-69eb-4eb8-ab0f-8fb5277035de,T1.Q14,"How confident are you about your answers, on the whole?",RADIO,WHO,,{},10,c7d0481b-c7f7-4139-a6d7-376358411199,T1.Q14.A5,5: 50-50,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
58,ProbabilitySpecialist_2018_08_24,99c02e7db603617f17b87ff2df17cbb2a121cbfcb27e71d6421fe1712cfb43b7,ee8fb7e8-c959-4269-be62-494ff61d13b0,Probability Specialist,4da3023c-69eb-4eb8-ab0f-8fb5277035de,T1.Q14,"How confident are you about your answers, on the whole?",RADIO,WHO,,{},10,732ea15e-abfd-470d-ba13-ae49624fee6b,T1.Q14.A6,6,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
59,ProbabilitySpecialist_2018_08_24,99c02e7db603617f17b87ff2df17cbb2a121cbfcb27e71d6421fe1712cfb43b7,ee8fb7e8-c959-4269-be62-494ff61d13b0,Probability Specialist,4da3023c-69eb-4eb8-ab0f-8fb5277035de,T1.Q14,"How confident are you about your answers, on the whole?",RADIO,WHO,,{},10,2c449d61-c66c-4f42-a1f2-3bac02cc4ae3,T1.Q14.A7,7,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
60,ProbabilitySpecialist_2018_08_24,99c02e7db603617f17b87ff2df17cbb2a121cbfcb27e71d6421fe1712cfb43b7,ee8fb7e8-c959-4269-be62-494ff61d13b0,Probability Specialist,4da3023c-69eb-4eb8-ab0f-8fb5277035de,T1.Q14,"How confident are you about your answers, on the whole?",RADIO,WHO,,{},10,2c8dc71d-6796-4724-8c4a-4c81c03c5459,T1.Q14.A8,8,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
61,ProbabilitySpecialist_2018_08_24,99c02e7db603617f17b87ff2df17cbb2a121cbfcb27e71d6421fe1712cfb43b7,ee8fb7e8-c959-4269-be62-494ff61d13b0,Probability Specialist,4da3023c-69eb-4eb8-ab0f-8fb5277035de,T1.Q14,"How confident are you about your answers, on the whole?",RADIO,WHO,,{},10,70f94f28-ad1a-40a6-b523-bec0ba042886,T1.Q14.A9,9,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
62,ProbabilitySpecialist_2018_08_24,99c02e7db603617f17b87ff2df17cbb2a121cbfcb27e71d6421fe1712cfb43b7,ee8fb7e8-c959-4269-be62-494ff61d13b0,Probability Specialist,4da3023c-69eb-4eb8-ab0f-8fb5277035de,T1.Q14,"How confident are you about your answers, on the whole?",RADIO,WHO,,{},10,aea07768-301e-4e8d-a53f-4c063f3d86bd,T1.Q14.A10,10: 100% certain about all my answers,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
0,SourceSpecialist2018_08_29,9f6e1def551f1746a51d0c4d7bab3b7554550fc17be2701ab764bb631f03832f,da59862b-4dac-4525-a57f-0e04fb2968e5,Source relevance,63e51866-3ecf-44ae-99b8-6b0cec5314d4,T1.Q1,"If they are present, highlight each of the following elements in the bold text to the left.",CHECKBOX,NONE,,{},9,0bc86647-7925-4842-bde7-2b593a347e5f,T1.Q1.A1,"Honorific of a quoted or paraphrased person (Mr. Mrs., Dr., etc.)",,0,0,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
1,SourceSpecialist2018_08_29,9f6e1def551f1746a51d0c4d7bab3b7554550fc17be2701ab764bb631f03832f,da59862b-4dac-4525-a57f-0e04fb2968e5,Source relevance,63e51866-3ecf-44ae-99b8-6b0cec5314d4,T1.Q1,"If they are present, highlight each of the following elements in the bold text to the left.",CHECKBOX,NONE,,{},9,9c490e84-14a9-41fb-a8e8-f9517162c8cb,T1.Q1.A2,"Title, role, or position of a quoted or paraphrased person",,0,0,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
2,SourceSpecialist2018_08_29,9f6e1def551f1746a51d0c4d7bab3b7554550fc17be2701ab764bb631f03832f,da59862b-4dac-4525-a57f-0e04fb2968e5,Source relevance,63e51866-3ecf-44ae-99b8-6b0cec5314d4,T1.Q1,"If they are present, highlight each of the following elements in the bold text to the left.",CHECKBOX,NONE,,{},9,cce1f093-8ff7-4add-b5cf-4a0c03ca428a,T1.Q1.A3,First name of quoted or paraphrased person,,0,0,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
3,SourceSpecialist2018_08_29,9f6e1def551f1746a51d0c4d7bab3b7554550fc17be2701ab764bb631f03832f,da59862b-4dac-4525-a57f-0e04fb2968e5,Source relevance,63e51866-3ecf-44ae-99b8-6b0cec5314d4,T1.Q1,"If they are present, highlight each of the following elements in the bold text to the left.",CHECKBOX,NONE,,{},9,8444db53-76b8-41ec-a483-1fd7582d1814,T1.Q1.A4,Middle name or initial,,0,0,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
4,SourceSpecialist2018_08_29,9f6e1def551f1746a51d0c4d7bab3b7554550fc17be2701ab764bb631f03832f,da59862b-4dac-4525-a57f-0e04fb2968e5,Source relevance,63e51866-3ecf-44ae-99b8-6b0cec5314d4,T1.Q1,"If they are present, highlight each of the following elements in the bold text to the left.",CHECKBOX,NONE,,{},9,50f3da89-8614-4c57-adc7-f7ca16e05fd5,T1.Q1.A5,Last name,,0,0,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
5,SourceSpecialist2018_08_29,9f6e1def551f1746a51d0c4d7bab3b7554550fc17be2701ab764bb631f03832f,da59862b-4dac-4525-a57f-0e04fb2968e5,Source relevance,63e51866-3ecf-44ae-99b8-6b0cec5314d4,T1.Q1,"If they are present, highlight each of the following elements in the bold text to the left.",CHECKBOX,NONE,,{},9,36f07d04-2122-4168-983d-d360ff1d680c,T1.Q1.A6,"Description of person (i.e. ""Boston's favorite ice cream heiress"")",,0,0,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
6,SourceSpecialist2018_08_29,9f6e1def551f1746a51d0c4d7bab3b7554550fc17be2701ab764bb631f03832f,da59862b-4dac-4525-a57f-0e04fb2968e5,Source relevance,63e51866-3ecf-44ae-99b8-6b0cec5314d4,T1.Q1,"If they are present, highlight each of the following elements in the bold text to the left.",CHECKBOX,NONE,,{},9,8b0fff09-aaeb-4e25-afab-e1fbb16e3f14,T1.Q1.A7,Name of Organization being quoted or paraphrased or being represented by quoted person,,0,0,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
7,SourceSpecialist2018_08_29,9f6e1def551f1746a51d0c4d7bab3b7554550fc17be2701ab764bb631f03832f,da59862b-4dac-4525-a57f-0e04fb2968e5,Source relevance,63e51866-3ecf-44ae-99b8-6b0cec5314d4,T1.Q1,"If they are present, highlight each of the following elements in the bold text to the left.",CHECKBOX,NONE,,{},9,4ac1b0d6-e4cd-4ac1-93d8-9a35f8707f49,T1.Q1.A8,"Description of the Organization (i.e. ""a Springfield institution"")",,0,0,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
8,SourceSpecialist2018_08_29,9f6e1def551f1746a51d0c4d7bab3b7554550fc17be2701ab764bb631f03832f,da59862b-4dac-4525-a57f-0e04fb2968e5,Source relevance,63e51866-3ecf-44ae-99b8-6b0cec5314d4,T1.Q1,"If they are present, highlight each of the following elements in the bold text to the left.",CHECKBOX,NONE,,{},9,892d684a-6f7c-48e7-b433-8d46a943da27,T1.Q1.A9,"The quote or paraphrased source is only referred to by a vague description (e.g. ""experts say ..."")",,0,0,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
9,SourceSpecialist2018_08_29,9f6e1def551f1746a51d0c4d7bab3b7554550fc17be2701ab764bb631f03832f,da59862b-4dac-4525-a57f-0e04fb2968e5,Source relevance,8bc5e7b0-f16d-45b6-90f0-d61243f345d6,T1.Q2,"Using the highlight options below, indicate which portions of the bolded text to the left are direct quotes and which are paraphrases.",CHECKBOX,NONE,,{},2,795114be-deb1-40d6-82fb-98ebd9133a15,T1.Q2.A1,A direct quote,,0,0,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
10,SourceSpecialist2018_08_29,9f6e1def551f1746a51d0c4d7bab3b7554550fc17be2701ab764bb631f03832f,da59862b-4dac-4525-a57f-0e04fb2968e5,Source relevance,8bc5e7b0-f16d-45b6-90f0-d61243f345d6,T1.Q2,"Using the highlight options below, indicate which portions of the bolded text to the left are direct quotes and which are paraphrases.",CHECKBOX,NONE,,{},2,0c263163-ae45-4e65-94ca-0b0099622a2b,T1.Q2.A2,A paraphrase,,0,0,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
11,SourceSpecialist2018_08_29,9f6e1def551f1746a51d0c4d7bab3b7554550fc17be2701ab764bb631f03832f,da59862b-4dac-4525-a57f-0e04fb2968e5,Source relevance,73be0f5f-8ca0-45ff-8e78-06ef966c0220,T1.Q3,"Using the highlight options below, indicate how the quotes and paraphrases were gathered by the reporter",CHECKBOX,NONE,,{},5,c0206bb3-0833-4dcf-addb-d8b82c3f78a2,T1.Q3.A1,The quote or paraphrase was apparently spoken directly to the reporter,,0,0,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
12,SourceSpecialist2018_08_29,9f6e1def551f1746a51d0c4d7bab3b7554550fc17be2701ab764bb631f03832f,da59862b-4dac-4525-a57f-0e04fb2968e5,Source relevance,73be0f5f-8ca0-45ff-8e78-06ef966c0220,T1.Q3,"Using the highlight options below, indicate how the quotes and paraphrases were gathered by the reporter",CHECKBOX,NONE,,{},5,39d6f342-b08e-45ce-8ece-2c6bac1e57f2,T1.Q3.A2,The quote or paraphrase was spoken into a video and/or audio recording device,,0,0,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
13,SourceSpecialist2018_08_29,9f6e1def551f1746a51d0c4d7bab3b7554550fc17be2701ab764bb631f03832f,da59862b-4dac-4525-a57f-0e04fb2968e5,Source relevance,73be0f5f-8ca0-45ff-8e78-06ef966c0220,T1.Q3,"Using the highlight options below, indicate how the quotes and paraphrases were gathered by the reporter",CHECKBOX,NONE,,{},5,79cf9f98-e586-4e26-90ea-9280c6d9ec28,T1.Q3.A3,The quote or paraphrase was heard or read by some other person who then shared it with the reporter.,,0,0,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
14,SourceSpecialist2018_08_29,9f6e1def551f1746a51d0c4d7bab3b7554550fc17be2701ab764bb631f03832f,da59862b-4dac-4525-a57f-0e04fb2968e5,Source relevance,73be0f5f-8ca0-45ff-8e78-06ef966c0220,T1.Q3,"Using the highlight options below, indicate how the quotes and paraphrases were gathered by the reporter",CHECKBOX,NONE,,{},5,3f903705-3608-4608-ae28-b528ae11236a,T1.Q3.A4,"The quote or paraphrase is from written material that the source had previously written for public consumption (i.e. in a book, article, blog post, public social media post, etc.)",,0,0,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
15,SourceSpecialist2018_08_29,9f6e1def551f1746a51d0c4d7bab3b7554550fc17be2701ab764bb631f03832f,da59862b-4dac-4525-a57f-0e04fb2968e5,Source relevance,73be0f5f-8ca0-45ff-8e78-06ef966c0220,T1.Q3,"Using the highlight options below, indicate how the quotes and paraphrases were gathered by the reporter",CHECKBOX,NONE,,{},5,9e29d1be-3330-46b8-bea2-cef1f1b88e41,T1.Q3.A5,"The quote or paraphrase is from written material that the source had previously written in a private correspondence (email, letter, text, private message, etc.)",,0,0,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
16,SourceSpecialist2018_08_29,9f6e1def551f1746a51d0c4d7bab3b7554550fc17be2701ab764bb631f03832f,da59862b-4dac-4525-a57f-0e04fb2968e5,Source relevance,b06be821-19fe-4c5c-ae84-c6c058246a8b,T1.Q4,How are the quoted sources' ideas important to the article or its author?,RADIO,NONE,,{},7,1abde1bd-59b9-4b18-bfc4-c765a04b8006,T1.Q4.A1,They are the key idea/s the author is trying to advance with the article.,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
17,SourceSpecialist2018_08_29,9f6e1def551f1746a51d0c4d7bab3b7554550fc17be2701ab764bb631f03832f,da59862b-4dac-4525-a57f-0e04fb2968e5,Source relevance,b06be821-19fe-4c5c-ae84-c6c058246a8b,T1.Q4,How are the quoted sources' ideas important to the article or its author?,RADIO,NONE,,{},7,d23e9e2e-a555-4bd0-ada9-6a33d420fed7,T1.Q4.A2,They provide important support to an important argument the author advances in the article.,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
18,SourceSpecialist2018_08_29,9f6e1def551f1746a51d0c4d7bab3b7554550fc17be2701ab764bb631f03832f,da59862b-4dac-4525-a57f-0e04fb2968e5,Source relevance,b06be821-19fe-4c5c-ae84-c6c058246a8b,T1.Q4,How are the quoted sources' ideas important to the article or its author?,RADIO,NONE,,{},7,4c17283b-dd74-4a58-8cfd-dcad9bb5a8ce,T1.Q4.A3,They provide some background and context for the article but are not very important to any of its arguments.,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
19,SourceSpecialist2018_08_29,9f6e1def551f1746a51d0c4d7bab3b7554550fc17be2701ab764bb631f03832f,da59862b-4dac-4525-a57f-0e04fb2968e5,Source relevance,b06be821-19fe-4c5c-ae84-c6c058246a8b,T1.Q4,How are the quoted sources' ideas important to the article or its author?,RADIO,NONE,,{},7,be5c92ab-6175-4543-bb65-4905f549d95f,T1.Q4.A4,They are not important to the article and are neither supported nor refuted by the author.,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
20,SourceSpecialist2018_08_29,9f6e1def551f1746a51d0c4d7bab3b7554550fc17be2701ab764bb631f03832f,da59862b-4dac-4525-a57f-0e04fb2968e5,Source relevance,b06be821-19fe-4c5c-ae84-c6c058246a8b,T1.Q4,How are the quoted sources' ideas important to the article or its author?,RADIO,NONE,,{},7,c6497810-0833-4df3-837b-b876e955b291,T1.Q4.A5,They compete against the ideas of other sources cited in the article.,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
21,SourceSpecialist2018_08_29,9f6e1def551f1746a51d0c4d7bab3b7554550fc17be2701ab764bb631f03832f,da59862b-4dac-4525-a57f-0e04fb2968e5,Source relevance,b06be821-19fe-4c5c-ae84-c6c058246a8b,T1.Q4,How are the quoted sources' ideas important to the article or its author?,RADIO,NONE,,{},7,263d0a37-0150-44ef-b03e-09c112ecb01f,T1.Q4.A6,They compete against the author's ideas or are refuted by the author.   # ## pts reco x -1,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
