schema_namespace,schema_sha256,quiz_task_uuid,task_url,taskrun_count,redundancy,article_batch_name,article_number,article_filename,article_sha256,quiz_taskrun_uuid,contributor_uuid,created,finish_time,elapsed_seconds,final_queue,T1.Q1.A1,T1.Q1.A2,T1.Q2,T1.Q3,T1.Q4.A1,T1.Q4.A2,T1.Q4.A3,T1.Q4.A4,T1.Q4.A5,T1.Q4.A6,T1.Q4.A7,T1.Q4.A8,T1.Q4.A9,T1.Q5.A1,T1.Q5.A2,T1.Q5.A3,T1.Q5.A4,T1.Q5.A5,T1.Q5.A6,T1.Q5.A7,T1.Q5.A8,T1.Q5.A9,T1.Q6.A1,T1.Q6.A2,T1.Q7.A1,T1.Q7.A2,T1.Q7.A3,T1.Q7.A4,T1.Q7.A5,T1.Q7.A6,T1.Q8,T1.Q9,T1.Q10
Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,72f6d8cc-9f38-4040-b08c-c9623db19f41,https://pe.goodlylabs.org/project/Covid_SourceRelevancev1/task/2777,3,3,CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,221ecdc7-4884-48d4-bfef-7e7f541775df,343ecb7a-aeb5-4b21-9e9c-df545dafba99,2020-03-24 00:24:11.528760,2020-03-24 00:28:14.010388,242.481628,"T1.Q1, T1.Q2, T1.Q3, T1.Q4, T1.Q5, T1.Q6, T1.Q7, T1.Q8, T1.Q9, T1.Q10",0,1,Not at all,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,Provide important support to central claim of the article.,3,7
Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,72f6d8cc-9f38-4040-b08c-c9623db19f41,https://pe.goodlylabs.org/project/Covid_SourceRelevancev1/task/2777,3,3,CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,567dcfaf-cae8-4c10-9089-c7f1e0461065,e1ae8875-a398-4dde-8f4e-4b21109784e3,2020-03-23 21:30:29.932296,2020-03-23 21:33:49.493914,199.561618,"T1.Q1, T1.Q2, T1.Q3, T1.Q4, T1.Q5, T1.Q6, T1.Q7, T1.Q8, T1.Q9, T1.Q10",0,1,There's no way to know based on the information given,Yes,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,Conflicts with claims/arguments of other sources in the article.,4,7
Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,72f6d8cc-9f38-4040-b08c-c9623db19f41,https://pe.goodlylabs.org/project/Covid_SourceRelevancev1/task/2777,3,3,CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,7f9bb66e-3b60-4eeb-ae51-5ea4134baed7,bd786026-bad5-4fa8-9a3a-38ca03a16412,2020-03-23 21:18:19.465605,2020-03-23 21:29:15.039732,655.574127,"T1.Q1, T1.Q2, T1.Q3, T1.Q4, T1.Q5, T1.Q6, T1.Q7, T1.Q8, T1.Q9, T1.Q10",0,1,There's no way to know based on the information given,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,Provide non-essential context for article.,6,6
Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,b2846191-15d5-4129-983d-ee94ad66e9c9,https://pe.goodlylabs.org/project/Covid_SourceRelevancev1/task/2771,3,3,CovidArticles/USMightBeComplementingIran.txt,100054,USMightBeComplementingIran.txt,7360da3cdcf83a48e365821654ef0750810f3483efb8e25ad792eed6f4bf0b6f,ffd3215a-8fc3-4ac7-a59a-0f9c43be2683,f9143626-bfe0-4e69-b652-6d1525ab4eb0,2020-03-23 20:25:16.257049,2020-03-23 20:28:25.884469,189.62742,"T1.Q1, T1.Q2, T1.Q3, T1.Q5, T1.Q6, T1.Q7, T1.Q8, T1.Q9, T1.Q10",0,1,There's no way to know based on the information given,No,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,Central idea/s of article.,3,8
Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,b2846191-15d5-4129-983d-ee94ad66e9c9,https://pe.goodlylabs.org/project/Covid_SourceRelevancev1/task/2771,3,3,CovidArticles/USMightBeComplementingIran.txt,100054,USMightBeComplementingIran.txt,7360da3cdcf83a48e365821654ef0750810f3483efb8e25ad792eed6f4bf0b6f,80e027b3-391a-4fde-8703-2f10dccda531,0b2ee377-65f2-4ac1-98da-5bc093fee7aa,2020-03-23 20:10:21.456827,2020-03-23 20:14:16.954918,235.498091,"T1.Q1, T1.Q2, T1.Q3, T1.Q5, T1.Q6, T1.Q7, T1.Q8, T1.Q9, T1.Q10",1,0,Not at all,No,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,Central idea/s of article.,2,9
Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,b2846191-15d5-4129-983d-ee94ad66e9c9,https://pe.goodlylabs.org/project/Covid_SourceRelevancev1/task/2771,3,3,CovidArticles/USMightBeComplementingIran.txt,100054,USMightBeComplementingIran.txt,7360da3cdcf83a48e365821654ef0750810f3483efb8e25ad792eed6f4bf0b6f,ae2979a0-9690-4673-b277-83ccac732319,00f548b7-6b63-4b47-828e-8e416b6ca0e2,2020-03-22 22:26:48.020225,2020-03-22 22:39:08.367533,740.347308,"T1.Q1, T1.Q2, T1.Q3, T1.Q5, T1.Q6, T1.Q7, T1.Q8, T1.Q9, T1.Q10",0,1,There's no way to know based on the information given,No,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,Central idea/s of article.,4,7
Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,9a1c9050-1abd-4772-8978-fa629128ae9f,https://pe.goodlylabs.org/project/Covid_SourceRelevancev1/task/2781,3,3,CovidArticles/Over1000PeopleCuredOf.txt,100057,Over1000PeopleCuredOf.txt,7d1747829a65cd4dad0faf30a704875a125e9decce3b3bcc82f151193923aad8,7e67ce52-ccaa-472a-a8b0-7f25deb69e56,bba6ae56-fae7-4c7f-993a-866ea4c3efc2,2020-03-24 02:34:26.395094,2020-03-24 02:38:42.639456,256.244362,"T1.Q1, T1.Q2, T1.Q3, T1.Q5, T1.Q6, T1.Q7, T1.Q8, T1.Q9, T1.Q10",1,0,"Somewhat, yes",No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,Provide important support to central claim of the article.,3,6
Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,9a1c9050-1abd-4772-8978-fa629128ae9f,https://pe.goodlylabs.org/project/Covid_SourceRelevancev1/task/2781,3,3,CovidArticles/Over1000PeopleCuredOf.txt,100057,Over1000PeopleCuredOf.txt,7d1747829a65cd4dad0faf30a704875a125e9decce3b3bcc82f151193923aad8,7fd40485-6d06-43ba-ad8c-6c97141ad7f1,bd786026-bad5-4fa8-9a3a-38ca03a16412,2020-03-23 21:41:06.421205,2020-03-23 21:50:31.920335,565.49913,"T1.Q1, T1.Q2, T1.Q3, T1.Q5, T1.Q6, T1.Q7, T1.Q8, T1.Q9, T1.Q10",1,0,"Somewhat, yes",No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,Central idea/s of article.,4,7
Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,9a1c9050-1abd-4772-8978-fa629128ae9f,https://pe.goodlylabs.org/project/Covid_SourceRelevancev1/task/2781,3,3,CovidArticles/Over1000PeopleCuredOf.txt,100057,Over1000PeopleCuredOf.txt,7d1747829a65cd4dad0faf30a704875a125e9decce3b3bcc82f151193923aad8,be489ea0-938c-4151-810b-759be1811469,e1ae8875-a398-4dde-8f4e-4b21109784e3,2020-03-23 21:36:42.234572,2020-03-23 21:39:37.414768,175.180196,"T1.Q1, T1.Q2, T1.Q3, T1.Q5, T1.Q6, T1.Q7, T1.Q8, T1.Q9, T1.Q10",1,0,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,Central idea/s of article.,2,8
Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,92543bd7-bb56-4068-a755-b93a6574cf5a,https://pe.goodlylabs.org/project/Covid_SourceRelevancev1/task/2772,4,3,CovidArticles/USMightBeComplementingIran.txt,100054,USMightBeComplementingIran.txt,7360da3cdcf83a48e365821654ef0750810f3483efb8e25ad792eed6f4bf0b6f,dc4afa93-4736-48e7-a106-d17419217685,bd786026-bad5-4fa8-9a3a-38ca03a16412,2020-03-23 20:33:45.477416,2020-03-23 21:07:01.590642,1996.113226,"T1.Q1, T1.Q2, T1.Q3, T1.Q5, T1.Q6, T1.Q7, T1.Q8, T1.Q9, T1.Q10",0,1,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,Provide important support to central claim of the article.,8,5: 50-50
Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,92543bd7-bb56-4068-a755-b93a6574cf5a,https://pe.goodlylabs.org/project/Covid_SourceRelevancev1/task/2772,4,3,CovidArticles/USMightBeComplementingIran.txt,100054,USMightBeComplementingIran.txt,7360da3cdcf83a48e365821654ef0750810f3483efb8e25ad792eed6f4bf0b6f,c0e298e8-c88d-4cab-885c-05b316df52c3,172e9a38-d3e4-453e-8556-18bbd0fcb07e,2020-03-23 21:00:53.367170,2020-03-23 21:03:11.183763,137.816593,"T1.Q1, T1.Q2, T1.Q3, T1.Q4, T1.Q5, T1.Q6, T1.Q7, T1.Q8, T1.Q9, T1.Q10",0,1,There's no way to know based on the information given,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,Central idea/s of article.,5: Middling difficulty,7
Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,92543bd7-bb56-4068-a755-b93a6574cf5a,https://pe.goodlylabs.org/project/Covid_SourceRelevancev1/task/2772,4,3,CovidArticles/USMightBeComplementingIran.txt,100054,USMightBeComplementingIran.txt,7360da3cdcf83a48e365821654ef0750810f3483efb8e25ad792eed6f4bf0b6f,cf01be62-4a8e-4e8a-becd-fe110f724045,f9143626-bfe0-4e69-b652-6d1525ab4eb0,2020-03-23 20:30:01.447470,2020-03-23 20:30:01.506016,0.058546,"T1.Q1, T1.Q2, T1.Q3, T1.Q4, T1.Q5, T1.Q6, T1.Q7, T1.Q8, T1.Q9, T1.Q10",1,0,There's no way to know based on the information given,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,Provide important support to central claim of the article.,3,8
Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,92543bd7-bb56-4068-a755-b93a6574cf5a,https://pe.goodlylabs.org/project/Covid_SourceRelevancev1/task/2772,4,3,CovidArticles/USMightBeComplementingIran.txt,100054,USMightBeComplementingIran.txt,7360da3cdcf83a48e365821654ef0750810f3483efb8e25ad792eed6f4bf0b6f,2c0675e5-3941-4536-bf01-47a3dc2e5c5f,0b2ee377-65f2-4ac1-98da-5bc093fee7aa,2020-03-23 20:11:53.653140,2020-03-23 20:15:39.729916,226.076776,"T1.Q1, T1.Q2, T1.Q3, T1.Q5, T1.Q6, T1.Q7, T1.Q8, T1.Q9, T1.Q10",1,0,"Somewhat, yes",No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,Central idea/s of article.,2,9
Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,d97d6501-b50f-4f8c-a3c5-59cd05a9b752,https://pe.goodlylabs.org/project/Covid_SourceRelevancev1/task/2769,3,3,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,9a3c12f2-2452-4678-988f-3d15a69e15dd,0b2ee377-65f2-4ac1-98da-5bc093fee7aa,2020-03-23 20:06:37.064632,2020-03-23 20:10:21.152786,224.088154,"T1.Q1, T1.Q2, T1.Q3, T1.Q5, T1.Q6, T1.Q7, T1.Q8, T1.Q9, T1.Q10",1,0,There's no way to know based on the information given,No,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,Central idea/s of article.,4,9
Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,d97d6501-b50f-4f8c-a3c5-59cd05a9b752,https://pe.goodlylabs.org/project/Covid_SourceRelevancev1/task/2769,3,3,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,b05c8f50-6fdd-4b3b-b61f-3ff80358b3e4,e44f5799-6915-45fd-874e-060f6afedcb9,2020-03-23 19:16:14.716926,2020-03-23 19:19:41.002664,206.285738,"T1.Q1, T1.Q2, T1.Q3, T1.Q5, T1.Q6, T1.Q7, T1.Q8, T1.Q9, T1.Q10",1,0,"Somewhat, yes",No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,Provide non-essential context for article.,6,6
Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,d97d6501-b50f-4f8c-a3c5-59cd05a9b752,https://pe.goodlylabs.org/project/Covid_SourceRelevancev1/task/2769,3,3,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,e00d3d5f-22ca-49af-92b9-3a0901e2d748,00f548b7-6b63-4b47-828e-8e416b6ca0e2,2020-03-22 22:02:10.975929,2020-03-22 22:26:47.794783,1476.818854,"T1.Q1, T1.Q2, T1.Q3, T1.Q5, T1.Q6, T1.Q7, T1.Q8, T1.Q9, T1.Q10",1,0,"Somewhat, yes",No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,Provide important support to central claim of the article.,4,7
Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,8f31e026-d321-46c0-83ee-dbe9816ab11c,https://pe.goodlylabs.org/project/Covid_SourceRelevancev1/task/2767,3,3,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3a2f382f-66f8-4850-af1f-0e8f19944e72,0b2ee377-65f2-4ac1-98da-5bc093fee7aa,2020-03-23 20:02:01.053540,2020-03-23 20:06:36.768644,275.715104,"T1.Q1, T1.Q2, T1.Q3, T1.Q4, T1.Q5, T1.Q6, T1.Q7, T1.Q8, T1.Q9, T1.Q10",1,0,There's no way to know based on the information given,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,Central idea/s of article.,3,9
Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,8f31e026-d321-46c0-83ee-dbe9816ab11c,https://pe.goodlylabs.org/project/Covid_SourceRelevancev1/task/2767,3,3,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,869cf3e9-6254-4ba0-a74e-73cd906d6e92,e44f5799-6915-45fd-874e-060f6afedcb9,2020-03-23 19:13:42.790600,2020-03-23 19:16:14.390140,151.59954,"T1.Q1, T1.Q2, T1.Q3, T1.Q5, T1.Q6, T1.Q7, T1.Q8, T1.Q9, T1.Q10",1,0,"Somewhat, yes",No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,Provide important support to central claim of the article.,5: Middling difficulty,5: 50-50
Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,8f31e026-d321-46c0-83ee-dbe9816ab11c,https://pe.goodlylabs.org/project/Covid_SourceRelevancev1/task/2767,3,3,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3d1f0a04-9168-42b8-b053-1f549cb115bd,00f548b7-6b63-4b47-828e-8e416b6ca0e2,2020-03-22 21:49:48.349860,2020-03-22 22:02:10.757185,742.407325,"T1.Q1, T1.Q2, T1.Q3, T1.Q5, T1.Q6, T1.Q7, T1.Q8, T1.Q9, T1.Q10",0,1,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,Provide important support to central claim of the article.,6,6
Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,1b4d23d1-fa87-44fe-b5b2-1a5909246b66,https://pe.goodlylabs.org/project/Covid_SourceRelevancev1/task/2783,3,3,CovidArticles/Over1000PeopleCuredOf.txt,100057,Over1000PeopleCuredOf.txt,7d1747829a65cd4dad0faf30a704875a125e9decce3b3bcc82f151193923aad8,be47c622-9147-4a8f-b787-e9ebdd824978,bba6ae56-fae7-4c7f-993a-866ea4c3efc2,2020-03-24 02:38:42.953620,2020-03-24 02:52:52.998824,850.045204,"T1.Q1, T1.Q2, T1.Q3, T1.Q5, T1.Q6, T1.Q7, T1.Q8, T1.Q9, T1.Q10",0,1,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,Provide important support to central claim of the article.,4,7
Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,1b4d23d1-fa87-44fe-b5b2-1a5909246b66,https://pe.goodlylabs.org/project/Covid_SourceRelevancev1/task/2783,3,3,CovidArticles/Over1000PeopleCuredOf.txt,100057,Over1000PeopleCuredOf.txt,7d1747829a65cd4dad0faf30a704875a125e9decce3b3bcc82f151193923aad8,8770db31-93c4-482c-a9bd-ba851946ec23,bd786026-bad5-4fa8-9a3a-38ca03a16412,2020-03-23 21:50:32.147553,2020-03-23 21:55:20.884751,288.737198,"T1.Q1, T1.Q2, T1.Q3, T1.Q5, T1.Q6, T1.Q7, T1.Q8, T1.Q9, T1.Q10",1,0,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,Provide important support to central claim of the article.,4,7
Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,1b4d23d1-fa87-44fe-b5b2-1a5909246b66,https://pe.goodlylabs.org/project/Covid_SourceRelevancev1/task/2783,3,3,CovidArticles/Over1000PeopleCuredOf.txt,100057,Over1000PeopleCuredOf.txt,7d1747829a65cd4dad0faf30a704875a125e9decce3b3bcc82f151193923aad8,2c437fea-c446-4959-bcf0-bb7211950ddc,e1ae8875-a398-4dde-8f4e-4b21109784e3,2020-03-23 21:39:37.726360,2020-03-23 21:41:29.504563,111.778203,"T1.Q1, T1.Q2, T1.Q3, T1.Q5, T1.Q6, T1.Q7, T1.Q8, T1.Q9, T1.Q10",1,0,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,Provide important support to central claim of the article.,3,8
Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,e399f1ca-2f2c-4803-ad87-6f5fe090ee33,https://pe.goodlylabs.org/project/Covid_SourceRelevancev1/task/2778,3,3,CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,34dc0f72-aff3-4398-948e-411e6714ef0d,343ecb7a-aeb5-4b21-9e9c-df545dafba99,2020-03-24 00:26:11.305773,2020-03-24 00:30:03.582285,232.276512,"T1.Q1, T1.Q2, T1.Q3, T1.Q5, T1.Q6, T1.Q7, T1.Q8, T1.Q9, T1.Q10",0,1,"Somewhat, yes",No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,Provide important support to central claim of the article.,3,6
Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,e399f1ca-2f2c-4803-ad87-6f5fe090ee33,https://pe.goodlylabs.org/project/Covid_SourceRelevancev1/task/2778,3,3,CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,24c302a3-8261-4b03-a543-13c9aed7c6f0,e1ae8875-a398-4dde-8f4e-4b21109784e3,2020-03-23 21:31:44.641451,2020-03-23 21:34:51.958929,187.317478,"T1.Q1, T1.Q2, T1.Q3, T1.Q5, T1.Q6, T1.Q7, T1.Q8, T1.Q9, T1.Q10",1,0,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,Provide important support to central claim of the article.,3,8
Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,e399f1ca-2f2c-4803-ad87-6f5fe090ee33,https://pe.goodlylabs.org/project/Covid_SourceRelevancev1/task/2778,3,3,CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,56935fac-3b16-46c0-a722-acc8cc6d6fa1,bd786026-bad5-4fa8-9a3a-38ca03a16412,2020-03-23 21:19:36.904755,2020-03-23 21:32:11.379000,754.474245,"T1.Q1, T1.Q2, T1.Q3, T1.Q5, T1.Q6, T1.Q7, T1.Q8, T1.Q9, T1.Q10",1,0,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,Provide non-essential context for article.,3,7
